,NAME OF COMPANY,SYMBOL,Sscore,address1,address2,ask,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bookValue,cagr,city,compensationAsOfEpochDate,country,currency,currentPrice,dayHigh,dayLow,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,exchange,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,financialCurrency,firstTradeDateEpochUtc,floatShares,gmtOffSetMilliseconds,grossMargins,grossProfits,industry,kendall,lastFiscalYearEnd,longBusinessSummary,longName,marketCap,market_cagr,maxAge,mostRecentQuarter,netIncomeToCommon,net_cagr,nextFiscalYearEnd,open,operatingMargins,payoutRatio,pearson,period,phone,previousClose,price,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,quoteType,recommendationKey,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,returns,revenueGrowth,revenuePerShare,sector,sharesOutstanding,sharp_ratio,shortName,spearman,std,symbol,timeZoneFullName,timeZoneShortName,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,trailingPegRatio,twoHundredDayAverage,underlyingSymbol,uuid,volitility,volume,website,zip
10,AAA Technologies Limited,AAATECH.NS,14746956.542105898,"278-280, F Wing, Solaris-1","Saki Vihar Road Opp. L&T Gate No. 6 Powai, Andheri East",0.0,212779.0,62792.0,212779.0,0.173184,0.0,19.791,0.16495410403740385,Mumbai,1703980800.0,India,INR,65.6,67.5,64.5,,0.846,0.834,38630248.0,0.16516,18.459,3.049,713059072.0,NSI,54.683,100.0,41.85,INR,1605152700.0,3069068.0,19800000.0,0.74199,,Information Technology Services,0.06348199206311102,1680220800.0,"AAA Technologies Limited offers information technology (IT), and information security auditing and consulting services in India. The company offers information systems (IS) audit services, including operating systems, data base, networking, firewall, IDS, web application, data center, ATM, ERP, internet banking, banking, performance, forensic, and data migration audit, as well as mobile penetration testing, application systems functional review, and IS policies and procedures, and regulatory compliance services. It also provides information security services in the areas of penetration testing, application systems security review, IS controls review, BS 7799/ ISO 27001 implementation, IS security policy formation, and compliance with IS policies and procedures, as well as cyber security audit comprising protection of sensitive data and intellectual property, and networks. In addition, the company offers IT assurance services, such as business continuity planning, computer crime investigation, information technology training, and IS policies and procedures compliance services; and IT governance services in various models. It serves clients in the various industries, such as banking, insurance, financial institutions, NBFCs, regulatory bodies, government, municipalities corporations, payment gateways, stock brokers, education, travel and transport, hospitality, manufacturing and engineering, infrastructure, healthcare, information technology, IT enabled services, ports, power, trading corporations, entertainment, e-tendering, defense and refineries, and others. AAA Technologies Limited was incorporated in 2000 and is based in Mumbai, India.",AAA Technologies Limited,841438080.0,0.15787901696217754,86400.0,1688083200.0,31493000.0,0.007075087075226305,1711843200.0,64.5,0.15482001,0.1355,0.08506900849964416,2.802739726027397,91 22 2857 3815,64.45,65.5999984741211,2.0,3.314638,3.597565,0.13465,EQUITY,none,67.5,64.5,64.5,64.45,102126.0,0.15516203449707572,0.129,18.264,Technology,12826800.0,0.01752589631087994,AAA Technologies Limited,0.09328408320015767,0.03513214663566988,AAATECH.NS,Asia/Kolkata,IST,128379000.0,10.009,0.0,233891008.0,0.0,0.0,2.46,26.666666,,57.7585,AAATECH.NS,fd0e7058-6810-3e9d-8ee9-8b95b949a0a6,8.85330095218881,102126.0,https://www.aaatechnologies.co.in,400072
11,Aakash Exploration Services Limited,AAKASH.NS,9615791.979295207,Shukan Mall,"424-426, 4th Floor Near Visat Petrol Pump Sabarmati",0.0,483880.0,229625.0,483880.0,0.742383,0.0,5.447,0.11994023958940137,Ahmedabad,1703980800.0,India,INR,6.8,6.8,6.8,46.728,-0.167,-0.15,147523552.0,0.15919,6.415,1.021,946334976.0,NSI,5.958,16.05,5.7,INR,1526355900.0,35517650.0,19800000.0,0.87108004,818495000.0,Oil & Gas Equipment & Services,0.07982636395088202,1680220800.0,"Aakash Exploration Services Limited provides services for oil and gas extraction in India. The company offers services using machineries, such as mobile work over rigs, hot oil circulation units, heating units, indirect bath heaters, mobile sucker rod pumping units, utility services for return lines, mobile steaming units, mobile high pressure air compressors, mobile high and low pressure pumping units, and FRAC/ insulated tanks. Aakash Exploration Services Limited was incorporated in 2007 and is headquartered in Ahmedabad, India.",Aakash Exploration Services Limited,688500032.0,0.12185199223361054,86400.0,1688083200.0,43528000.0,-0.0019117526442091748,1711843200.0,6.8,0.081429996,0.0,0.08446681694013265,5.301369863013699,91 79 4800 6633,6.9,6.800000190734863,2.0,1.2483937,0.7429701,0.04697,EQUITY,none,6.8,6.8,6.8,6.9,152615.0,0.11560705054884356,-0.071,9.148,Energy,101250000.0,0.013966291259802305,AAKASH EXPLORATION,0.11433167308689851,0.032847527562236974,AAKASH.NS,Asia/Kolkata,IST,12556000.0,0.121,244396000.0,926686016.0,0.0,0.0,0.42,16.190477,,6.55725,AAKASH.NS,fbfd422e-3e7d-39cd-8a9a-1efafd575cf9,8.277576945683718,152615.0,https://www.aakashexploration.com,380005
12,Aarey Drugs & Pharmaceuticals Limited,AAREYDRUGS.NS,7650534.370680883,"107, Sahakar Bhavan","340/348, Narshi Natha Street Narshi Natha Street Masjid Bunder",0.0,47306.0,158133.0,47306.0,1.013202,0.0,46.252,0.05042518472908841,Mumbai,1703980800.0,India,INR,48.0,48.8,47.75,32.126,-0.094,-0.094,85910752.0,0.02447,18.413,0.451,1581869312.0,NSI,39.057,53.7,22.0,INR,1628221500.0,9922365.0,19800000.0,0.04539,,Drug Manufacturers—Specialty & Generic,0.14723613844389347,1680220800.0,"Aarey Drugs & Pharmaceuticals Limited engages in the manufacture and sale of active pharmaceutical ingredients, intermediates, and specialty chemicals for various industrial applications in India. The company provides mono methyl and die methyl urea, ortho para nitro anisole, 2 bromomethyl 1, and 3 dioxalane and uracile, as well as active pharma ingredients, such as metformin HCL, mefenamic acid, and doxophylline. It also offers chemicals and solvents, including aromatic chemicals, chemical acids, chlor alkalies, glycols and glycol ethers, fiber intermediates, acetates and esters, and chlorinated solvents, as well as industrial alchols, ketones, amines, oleochemicals, intermediates, olefines, phosphates, fertilizers, monomers, and chemicals. The company's pharmaceutical products are used by pharmaceutical formulation manufacturers and pharmaceutical merchant exporters. It also trades in industrial solvents and chemicals. The company was incorporated in 1990 and is headquartered in Mumbai, India.",Aarey Drugs & Pharmaceuticals Limited,1218465536.0,0.09406923962816816,86400.0,1688083200.0,36957000.0,-0.04364405489907974,1711843200.0,47.95,0.020280002,0.0,0.23519245013954804,2.0712328767123287,91 22 2345 5543,47.4,48.0,2.0,1.037793,0.3470704,0.01053,EQUITY,none,48.8,47.75,47.95,47.4,94242.0,0.050053361414930386,-0.566,138.299,Healthcare,25384700.0,0.006278827053078736,Aarey Drugs & Pharm Ltd,0.21275369495867819,0.03163400558418866,AAREYDRUGS.NS,Asia/Kolkata,IST,11238000.0,0.443,377180992.0,3510715904.0,0.0,0.0,1.46,32.876713,,33.91925,AAREYDRUGS.NS,a924da6b-43d0-37e0-acb8-d896b9fdb18f,7.971769407215543,94242.0,https://www.aareydrugs.com,400009
13,Aaron Industries Limited,AARON.NS,123673030.83879016,"B-65 & 66, Jawahar Road No. 4",Udhyog Nagar Udhana,0.0,6013.0,11428.0,6013.0,0.721618,0.0,20.389,0.7228821332341666,Surat,1703980800.0,India,INR,269.25,272.0,269.25,55.537,0.311,0.31,101976496.0,0.17179,27.393,4.706,2793480192.0,NSI,242.597,293.0,149.0,INR,1537242300.0,2513697.0,19800000.0,0.30317,177531000.0,Specialty Industrial Machinery,0.10520618367883709,1680220800.0,"Aaron Industries Limited manufactures and sells elevators and elevator parts in India. The company operates through Elevator and Steel Polishing segments. It offers elevator cabins, including stainless steel, mild steel, and premium; autodoors; and designer sheets, such as full panel and seamless designer, as well as door operators, swing and manual doors, and gearless machines. The company was incorporated in 2013 and is based in Surat, India.",Aaron Industries Limited,2704320000.0,0.11997900788834692,86400.0,1688083200.0,57851000.0,0.6029031253458197,1711843200.0,270.0,0.15126,0.1391,0.04980287830158487,4.956164383561644,91 26 1227 8410,266.85,269.25,2.0,13.20565,4.555757,0.09746,EQUITY,none,272.0,269.25,270.0,266.85,2622.0,0.5559974211944635,0.292,59.115,Industrials,10043900.0,0.04573165558764871,Aaron Industries Limited,0.1521811701421769,0.048245333448846205,AARON.NS,Asia/Kolkata,IST,479000.0,0.048,113734000.0,593604992.0,0.0,0.0,5.74,46.90767,,203.7975,AARON.NS,243e8f99-671d-37d5-8759-aab74718b695,12.157824029109243,2622.0,https://aaronindustries.net,394210
14,Aarti Drugs Limited,AARTIDRUGS.NS,2408604562.0683594,Mahendra Industrial Estate,"Ground Floor Road No. 29, Plot No. 109D Sion (East)",0.0,318155.0,807303.0,318155.0,0.809749,0.0,128.772,0.33322796936610644,Mumbai,1672444800.0,India,INR,569.6,577.95,566.05,51.055,0.379,0.379,3258450432.0,0.11826,18.368,2.172,59851644928.0,NSI,535.55,645.75,313.9,INR,1063943100.0,31586786.0,19800000.0,0.30825,,Drug Manufacturers—Specialty & Generic,0.1873022507660764,1680220800.0,"Aarti Drugs Limited, through its subsidiaries, engages in the pharmaceuticals business in India and internationally. The company offers active pharmaceutical ingredients in various therapeutic categories, including anti-inflammatory, cardioprotectants, antidiarrhoeals, antifungals, antiarthritis/osteoporosis, antibiotics, antidiabetics, Alzheimer's treatment, sedatives, vitamins, and alcoholism treatment; and pharmaceutical intermediate products comprising tinidazole, celecoxib, ciprofloxacin, clopidogrel, diclofenac, ketoconazole, nimesulide, and raloxifene. It also offers specialty chemical products, such as benzene sulphonyl chloride, benzene sulphonic acid, benzene sulphonic acid methylester, sodium benzene sulfinate, para toluene sulphonyl chloride, para toluene sulphonic acid methylester, 4-toluene sulfonyl)-diethylenetriamine, sodium para toluene sulfinate, para toluene sulphonyl hydrazide, di-phenyl sulphone, formamide, ammonium sulfate, calcium fluoride, benzene sulphonic acid sodium salt, benzyl nicotinate, methyl nicotinate, ethyl para toluene sulphonate, N-methyl methane sulfonamide, benzene sulphonamide, 2-phenoxy methane sulphanilide, para toluene sulfonamides, para chloro benzene sulphonamide, para chloro benzene sulphonyl chloride, ortho para toluene sulfonamides, ortho para toluene sulfonamides acid methyl ester, and N-methyl methane sulfonamides. In addition, the company's products under development comprise Itraconazole and Fluconazole for antifungal; Dabigatran for use as an anticoagulant; Ticagrelor for cardiovascular diseases; Sitagliptin for use as an antidiabetics; and Alpha Lipoic Acid for antioxidants. Further, it offers contract manufacturing services. Aarti Drugs Limited was incorporated in 1984 and is headquartered in Mumbai, India.",Aarti Drugs Limited,52744957952.0,0.0956230560312481,86400.0,1688083200.0,1795000064.0,0.23760491333485834,1711843200.0,572.0,0.09969,0.051599998,0.2788876545126423,12.668493150684931,91 22 2401 9025,572.4,569.5999755859375,2.0,4.4233217,1.9143716,0.06515,EQUITY,none,577.95,566.05,572.0,572.4,168503.0,0.2939056658637211,0.063,297.539,Healthcare,92600000.0,0.04566511483922852,AARTI DRUGS LTD,0.27512964447753524,0.025540115884130767,AARTIDRUGS.NS,Asia/Kolkata,IST,211700000.0,2.286,6089099776.0,27552100352.0,0.0,0.0,19.41,29.345697,,448.63876,AARTIDRUGS.NS,08525fb8-be07-30a5-aac7-c37ab9c2b220,6.436109202800953,168503.0,https://www.aartidrugs.co.in,400022
15,Aarti Industries Limited,AARTIIND.NS,9751774781.764008,"71, Udyog Kshetra","2nd Floor Mulund-Goregaon Link Road, L.B.S. Marg Mulund (West)",0.0,1734533.0,1388410.0,1734533.0,0.540284,0.0,135.725,0.3387117554278807,Mumbai,1703980800.0,India,INR,491.05,498.35,490.0,59.082,-0.63,-0.63,10012999680.0,0.15593,20.471,3.192,204978405376.0,NSI,471.487,924.4,445.0,INR,1025495100.0,199649097.0,19800000.0,0.38971,27770000000.0,Specialty Chemicals,0.24026407663984087,1680220800.0,"Aarti Industries Limited manufactures and sells specialty chemicals and pharmaceuticals in India. The company offers di chloro benzene, nitro chloro and nitro benzene, nitro toluenes, sulphur, and other organic and inorganic products that are used in various processes, such as chlorination, nitration, hydrogenation, ammonolysis, halex, dinitro chlorination, alkylation, hydrolysis, methoxylation, esterification, diazotization, sulphonation, condensation, n-alkylation, and oxidation. It also provides end use products comprising dyes, basic pharma, pigments, agro chemicals, polymers, fertilizers, UV absorbers, plasticizers, specialty chemicals, flavour fragrance and food beverage products, and refinery and oil field chemicals, as well as intermediates for the manufacture of pharmaceuticals, agri-products, polymers, additives, pigments, and dyes. In addition, the company offers other specialty chemical products, such as single super phosphate, export grade calcium chloride granules, fuel additives, and phthalates; and sulphuric acid products. It also exports its products to approximately 60 countries in the United States, Europe, China, Japan, and internationally. The company was incorporated in 1984 and is headquartered in Mumbai, India.",Aarti Industries Limited,178007588864.0,0.0956230560312481,86400.0,1688083200.0,4792300032.0,0.24308869939663258,1711843200.0,495.0,0.10637999,0.189,0.3634522397874389,12.668493150684931,91 22 6797 6666,491.8,491.04998779296875,2.0,3.6179774,2.7720215,0.07463,EQUITY,none,498.35,490.0,495.0,491.8,1787693.0,0.29810034676340763,-0.283,177.26,Basic Materials,362504000.0,0.054782915964411406,AARTI IND LTD,0.3509211915597635,0.021593189467136936,AARTIIND.NS,Asia/Kolkata,IST,1674499968.0,4.619,29073100800.0,64215801856.0,0.0,0.0,13.23,37.1164,,533.476,AARTIIND.NS,3556d1e1-3349-323d-8986-45585f3dde37,5.441483745718508,1787693.0,https://www.aarti-industries.com,400080
16,Aarti Pharmalabs Limited,AARTIPHARM.NS,2566811606.7923584,"204, Udyog Kshetra","2nd Floor Mulund-Goregaon Link Road L.B.S. Marg, Mulund (West)",0.0,389698.0,246944.0,389698.0,,0.0,171.954,0.6673872183721514,Mumbai,,India,INR,389.0,398.8,386.0,14.848,-0.091,-0.092,3425553408.0,0.17601,10.921,1.922,37411835904.0,NSI,359.033,425.0,234.8,INR,1675050300.0,47612518.0,19800000.0,0.39763,7406144000.0,Drug Manufacturers—Specialty & Generic,-0.053755314123760035,1680220800.0,"Aarti Pharmalabs Limited primarily engages in the manufacture and sale of active pharmaceutical ingredients (APIs) and pharmaceutical intermediates in India and internationally. Its APIs and intermediates are used in various therapeutic areas, including anti-hypertensive, anti-asthmatic, anti-cancer, central nervous system (CNS) agents, skincare, decongestant, cardiovascular, anti-thalassemic, analgesic, anti-diabetic, and ophthalmologic medications. The company also develops new chemical entities (NCE), regulatory starting materials (RSM), basic starting materials, key starting materials (KSM), key building blocks, xanthine derivatives, and allied products. In addition, it provides contract development and manufacturing services for drug substance projects comprising NCEs, APIs, RSMs, and Intermediates for innovator pharmaceutical and biotech companies internationally. The company was formerly known as Aarti Organics Limited. Aarti Pharmalabs Limited was incorporated in 2019 and is based in Mumbai, India.",Aarti Pharmalabs Limited,35253514240.0,0.17458115906956628,86400.0,1688083200.0,1887399936.0,0.49280605930258514,1711843200.0,394.8,0.14125,0.0,-0.1057263210071659,0.5863013698630137,91 22 6943 6100,394.55,389.0,2.0,2.262233,1.8113838,0.09698,EQUITY,none,398.8,386.0,394.8,394.55,454989.0,0.5173787567551913,0.002,214.792,Healthcare,90626000.0,0.07281009176327603,Aarti Pharmalabs Limited,-0.08066285560043575,0.028197881019834538,AARTIPHARM.NS,Asia/Kolkata,IST,631800000.0,6.977,2314099968.0,19462199296.0,0.0,0.0,20.28,19.18146,,341.638,AARTIPHARM.NS,e6025121-67bd-391a-8c50-5541e0c446d8,7.105866016998304,454989.0,https://www.aartipharmalabs.com,400 080
17,Aarti Surfactants Limited,AARTISURF.NS,66615558.89894823,"Unit 202, Udyog Kshetra","2nd Floor, Plot 71 Mulund-Goregaon Link Road L.B.S. Marg, Mulund (West)",0.0,24947.0,16195.0,24947.0,1.202968,0.0,220.184,0.09912396899116582,Mumbai,1703980800.0,India,INR,642.6,654.9,640.5,88.755,0.266,0.415,513464000.0,0.08675,12.65,1.097,6495225344.0,NSI,610.59,922.75,418.05,INR,1594698300.0,3396665.0,19800000.0,0.21761,1234476000.0,Specialty Chemicals,0.20257663407374166,1680220800.0,"Aarti Surfactants Limited, together with its subsidiary, produces and supplies ionic and non-ionic, and specialty surfactants for the home and personal care, agro and oil, and industrial applications in India and internationally. The company's products portfolio includes surfactants, mild surfactants, rheology modifiers, pearlizing agents, UV filters, preservatives, syndet and soap bases, and active ingredients, as well as conditioning agents, blends, proteins, and quats. It serves skin care, oral, hair, cosmetics, bath and shower, sun care, fabric/laundry care, dishwashing, toilet care, and surface care markets. The company was formerly known as Arti Surfactants Limited. Aarti Surfactants Limited was incorporated in 2018 and is headquartered in Mumbai, India.",Aarti Surfactants Limited,5447172096.0,0.20939708593010264,86400.0,1688083200.0,142442000.0,-0.11027311693893682,1711843200.0,654.0,0.059299998,0.0,0.24636469983541878,3.1342465753424658,91 22 6797 6666,640.0,642.5999755859375,2.0,2.918468,0.92034703,0.02407,EQUITY,none,654.9,640.5,654.0,640.0,16799.0,0.09558205826104368,-0.06,766.263,Basic Materials,8476770.0,0.01222938393076763,Aarti Surfactants Limited,0.2949174024592051,0.03101496233461211,AARTISURF.NS,Asia/Kolkata,IST,76886000.0,9.685,1491325056.0,5918606848.0,0.0,0.0,17.98,35.73971,,598.6022,AARTISURF.NS,06c435ec-77ae-3a97-be19-2905c0b750fd,7.8157705083222515,16799.0,https://www.aarti-surfactants.com,400080
18,Aarvee Denims & Exports Limited,AARVEEDEN.NS,-5920714.092486061,"188/2, Ranipur Village",Opp. CNI Church Narol,0.0,65703.0,60979.0,65703.0,0.965132,0.0,53.852,-0.09173515766689933,Ahmedabad,1672444800.0,India,INR,23.2,23.9,22.65,645.793,,,-275625248.0,-0.08527,-16.109,1.374,4439910912.0,NSI,22.069,30.45,16.25,INR,1164080700.0,5067003.0,19800000.0,0.26385,1372931000.0,Textile Manufacturing,0.15576059127696876,1648684800.0,"Aarvee Denims and Exports Ltd. engages in the manufacture and sale of fabrics in India and internationally. It operates in two segments, Textile and Windmill. The company offers cotton fibers; cotton and texturized yarns; and denim and non-denim fabrics. It is also involved in the wind power generation business. The company was incorporated in 1988 and is headquartered in Ahmedabad, India.",Aarvee Denims and Exports Ltd.,547793792.0,0.0956230560312481,86400.0,1688083200.0,-805916992.0,-0.18735821369814742,1680220800.0,22.95,-0.15322,0.0,0.217235765882282,12.668493150684931,91 79 6814 7000,22.5,23.200000762939453,2.0,0.43081036,0.1694745,-0.19114,EQUITY,none,23.9,22.65,22.95,22.5,64347.0,-0.09835932928444577,-0.904,137.775,Consumer Cyclical,23459800.0,-0.010808289869203302,AARVEE DENIMS & EX,0.22887933276689937,0.036112539862568606,AARVEEDEN.NS,Asia/Kolkata,IST,68771000.0,2.93,3965294080.0,3232307968.0,0.0,0.0,-30.97,,,22.5555,AARVEEDEN.NS,059aa53a-31b1-3bc4-bc92-b5bca5035759,9.100360045367289,64347.0,https://www.aarveedenims.com,382405
19,Aarvi Encon Limited,AARVI.NS,37058844.62674567,Marathon Innova,"Marathon Nextgen Complex 603, B1 Wing Opp. Peninsula Park, Lower Parel West",0.0,19286.0,23540.0,19286.0,0.614082,0.0,75.246,0.17259791750186237,Mumbai,1672444800.0,India,INR,129.0,132.6,127.2,4.965,-0.233,-0.232,177820000.0,0.041279998,10.57,0.436,1879571712.0,NSI,132.231,203.0,100.5,INR,1507261500.0,3925581.0,19800000.0,0.3298,1462301000.0,Staffing & Employment Services,0.10660557485193817,1680220800.0,"Aarvi Encon Limited operates as a technical manpower outsourcing company for engineering sector in India and the United Arab Emirates. The company offers procurement assistance and expending; pre commissioning and commissioning services; manpower outsourcing, and deputation and technical staffing; operation and maintenance; project and engineering design; project management; CAD/drafting/3D modelling; shutdown; construction supervision; and inspection services. It serves cement, engineering, infrastructure, metro, petrochemical, railway, telecom, EPC, IT, mono rail, pipeline, refinery, CGD and CNG, fertilizer, metal and minerals, oil and gas, power, and renewable energy industries. The company was incorporated in 1987 and is headquartered in Mumbai, India.",Aarvi Encon Limited,1907136000.0,0.12971143460710155,86400.0,1688083200.0,135072992.0,0.042886482894760825,1711843200.0,131.45,0.038310003,0.1527,0.14270933266319405,5.906849315068493,91 22 4049 9999,130.4,129.0,2.0,1.7143768,0.44274375,0.03136,EQUITY,none,132.6,127.2,131.45,130.4,29804.0,0.16255534198019148,-0.054,291.457,Industrials,14784000.0,0.019431673790828587,Aarvi Encon Limited,0.15591313057072334,0.03319636217741743,AARVI.NS,Asia/Kolkata,IST,105583000.0,7.134,55293000.0,4307538944.0,0.0,0.0,9.66,13.354037,,141.0145,AARVI.NS,5da41406-31ad-3828-9ab4-5c6a745ecbe0,8.365483268709191,29804.0,https://www.aarviencon.com,400013
20,Aavas Financiers Limited,AAVAS.NS,3170910473.286985,"201-202, Southend Square",2nd Floor Mansarover Industrial Area,0.0,230301.0,351093.0,230301.0,0.652542,0.0,413.583,0.16359379976113386,Jaipur,,India,INR,1627.25,1667.75,1620.15,302.395,0.234,0.233,,0.0,,21.251,226148745216.0,NSI,1565.94,2339.35,1335.5,INR,1538970300.0,46791392.0,19800000.0,0.98754996,9995732000.0,Mortgage Finance,0.1515121487995706,1680220800.0,"Aavas Financiers Limited provides housing loans to customers belonging to low- and middle-income self-employed customers in semi-urban and rural areas in India. It offers home loans for flats, houses, and bungalows, as well as resale properties; land purchase and construction loans, including finance for self-construction of residential house; and home improvement loans, including loans for tiling or flooring, plaster, painting, etc. The company also provides home equity loans; and micro, small, and medium enterprise loans for business expansion, purchase of equipment, working capital, etc., as well as home loan balance transfer, and emergency credit line guarantee scheme products. The company was formerly known as AU Housing Finance Limited and changed its name to Aavas Financiers Limited in May 2017. Aavas Financiers Limited was incorporated in 2011 and is based in Jaipur, India.",Aavas Financiers Limited,128755023872.0,0.13950969986702222,86400.0,1688083200.0,4504236032.0,0.024084099894111644,1711843200.0,1641.0,0.53988,0.0,0.31204632311683894,4.901369863013699,91 14 146 5923,1632.4,1627.25,2.0,3.9345186,12.098771,0.42325002,EQUITY,buy,1667.75,1620.15,1641.0,1632.4,209616.0,0.15453422765246122,0.264,134.652,Financial Services,79124304.0,0.0246274698876162,AAVAS FINANCIERS L,0.2223528081128835,0.024900286749362812,AAVAS.NS,Asia/Kolkata,IST,1776477056.0,22.471,98872786944.0,10641991680.0,0.0,0.0,57.95,28.080242,,1671.9568,AAVAS.NS,9ebf9586-06d0-368b-bac7-6bf7c32baa87,6.2748722608394285,209616.0,https://www.aavas.in,302020
21,Aban Offshore Limited,ABAN.NS,-81984222.6067493,Janpriya Crest,"113, Pantheon Road Egmore",0.0,884431.0,264700.0,884431.0,1.086662,0.0,-3820.513,-0.19661716101234405,Chennai,1703980800.0,India,INR,48.15,49.55,46.8,,,,-1150007552.0,-0.28224,-132.736,37.463,152647254016.0,NSI,41.082,62.7,31.4,INR,1029123900.0,30810557.0,19800000.0,0.86236,3389210000.0,Oil & Gas Drilling,0.27956770343473675,1680220800.0,"Aban Offshore Limited, together with its subsidiaries, provides offshore drilling and production services to companies engaged in the exploration, development, and production of oil and gas in India and internationally. It offers exploratory, drilling, hydrocarbons production, and manning and management services. The company owns and operates various offshore drilling rigs, drill ships, and floating production units. Aban Offshore Limited was incorporated in 1986 and is based in Chennai, India.",Aban Offshore Limited,2810289408.0,0.0956230560312481,86400.0,1688083200.0,-12088280064.0,-0.29224021704359215,1711843200.0,46.8,-0.33787,0.0,0.3449244807038833,12.668493150684931,91 44 4906 0606,46.8,48.150001525878906,2.0,,0.68971264,-2.9723902,EQUITY,none,49.55,46.8,46.8,46.8,1006621.0,-0.22372148223376565,-0.226,69.815,Energy,58365300.0,-0.029172875353465837,ABAN OFFSHORE,0.3981034355751796,0.030431818903731353,ABAN.NS,Asia/Kolkata,IST,1485030016.0,25.445,151348412416.0,4074579968.0,0.0,0.0,-210.66,,,42.05225,ABAN.NS,b56a64ed-ff47-355a-b36f-249f392fe5e1,7.668818363740301,1006621.0,https://www.abanoffshore.com,600008
